Datetime;Tanggal;Bulan;Tahun;Jam;Hari;Department;Tipe_Insiden;Jenis_Alat;Nomor_Alat;Lokasi;Penyebab;Akibat;Nama_Terlibat;Nama_Perusahaan;Status;Group;Shift;Nama_Korban;Nomor_Container;Deskripsi_Kejadian
08/10/21;8;October;2021;20;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 46 selesai beroperasi di blok C1/C2.  pergi ke blok B1, ada truk internal 178/167 yang membawa kontainer TEMU 6146596/40"" dari blok C1, sementara RTG 46 sedang menyetir tiba-tiba sebuah truk internal melewati jalur RTG. Tidak dapat dihindari tabrakan. Hal ini menyebabkan rantai, batas tabrakan, penjaga motor gantry, gear box RTG 46 rusak dan kontainer TEMU 614659 / 40 ""robek sekitar 1 meter."
12/10/21;12;October;2021;1;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 08 gantry dari utara ke selatan di blok J3. Ada truk eksternal B 9408 UIV yang membawa kontainer APZU 4580919 / 40 ""keluar di sisi barat dan menabrak sisi belakang RTG 08 yang gantry. Hal ini menyebabkan baut gandar sprocket RTG 08, rantai gantry dan gear box putus. Kontainer APZU 4580919/ 40"" sisi kiri penyok."
13/10/21;13;October;2021;15;Wednesday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"HT 139/135 membawa kontainer reefer OERU 4051303 / 40 ""susun di blok K2.12.1.1 ingin dimuat di kapal YMI ETERNITY oleh QCC 15. Namun tanpa disadari kabel reefer kontainer tersangkut di ban truk. Ini menyebabkan kabel wadah reefer rusak."
19/10/21;19;October;2021;2;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 08 setelah memuat kontainer TTLU 4119442 / 40 ""di truk eksternal B 9826 JF di gantry blok L4.20.1.1 ke selatan.  Namun sayangnya sebuah truk eksternal pergi ke kiri dan menggores RTG 08. Hal ini menyebabkan wheel guard RTG 08 bengkok, dan kontainer TTLU 4119442/40"" tergores sekitar 2 meter."
25/10/21;25;October;2021;22;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 47 gantry dari timur ke barat di blok HH, pada saat yang sama sebuah truk eksternal B 9076 IT stacking kontainer YMMU 6369586 / 40 ""di blok II.06.06.02 dan pergi ke timur dari barat, tiba di blok HH 12, sebuah truk eksternal yang diparkir sangat sempit dengan gantry line. Jadi sementara gantry RTG menggores truk eksternal. Hal itu menyebabkan tangga RTG 47 bengkok dan kontainer impor YMMU 6369586/40"" tergores sekitar 5 meter."
29/10/21;29;October;2021;15;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 60 bongkar peti kemas CAIU 6773967/20"" di blok JJ.25.1.3, posisi twist lock sudah terkunci, namun sayangnya saat spreader hoist 2 (dua) dari twist lock di sisi timur dilepaskan, sehingga kontainer CAIU 6773967/20"" jatuh ke bawah dan menimpa kontainer di bawahnya. CXCU 1013220 / 20""di slot 25.1.2. Kami memperkirakan bahwa twistlock tidak terkunci dengan benar. Hal ini menyebabkan kontainer CXCU 1013220 / 20"" terbalik robek sekitar 2 meter, dan gelembung sisi kanan. dan pengecoran sudut wadah CAIU 6773967 / 20"" rusak."
03/11/21;3;November;2021;16;Wednesday;Safety;Fatality;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;ada PM (Preventive Maintenance) untuk RTG 37 oleh PT. Global, 3 orang ingin mengisi oli ke gear box dari sisi yang berbeda. Sayangnya Mr. Shalani tiba-tiba jatuh dari RTG 37 dari ketinggian 20 meter.  Dan tekan penyebar di sisi kanan.  Kami membawanya ke (rute KP3, RSCM, rumah duka) untuk proses lebih lanjut.
13/11/21;13;November;2021;7;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 16 melayani kapal KMTC Manila di dermaga VI dan teluk 53 – 55, sementara ingin menumpuk kontainer TCLU 3447006/20"" dan BEAU 2401273/20"" (kembar), menyebabkan cahaya unlock tidak menyala, operator melakukan slow hoist tetapi tiba-tiba kontainer SEGU 2465285/20"" yang berada di bawah kontainer TCLU 3447006/20"" tersentak dan jatuh ke bay 57. Hal ini menyebabkan kontainer TCLU 3447006/20"" rusak di pintu dan kontainer SEGU 2465285/20"" penyok di sisi barat."
14/11/21;14;November;2021;2;Sunday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Truk internal 191/158 membawa kontainer impor SITU 2772490/20"" dan TLLU 3144055/20"" bergerak dari selatan ke utara dan tiba di blok J3-J4 kemudian belok kanan untuk menghindari gantry RTG 09. Sementara di blok I3 – I4 datang truk eksternal B 9591 PEI dan berhenti di blok J4 menunggu RTG 09 yang gantry.  Truk internal berhenti menyempit dengan truk eksternal. Jadi truk internal menggores pintu truk eksternal. Ini menyebabkan kerusakan truk eksternal"
14/11/21;14;November;2021;5;Sunday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Truk internal 129/160 bongkar di blok N3 ingin pindah ke dermaga utara 5 dari selatan ke utara, tiba di blok N1 dan O1, tiba-tiba datang truk internal KOJA 50/68 dari blok O1 dan memotong jalur dari timur ke barat, tidak dapat dihindari truk internal KOJA menabrak truk internal (JICT) 129/160. Ini menyebabkan kerusakan internal truk (JICT) dan KOJA.
19/11/21;19;November;2021;2;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 10 dari blok I3 ke blok I2.24 dari timur ke barat, memindahkan truk eksternal B9445 UVW membawa kontainer FFAU 1156161/40"", truk bermanuver dengan memotong garis RTG 10 yang merupakan gantry pada waktu itu, sehingga insiden tak terhindarkan. Hal itu menyebabkan wheel guard dan motor gantry RTG 10 rusak."
02/12/21;2;December;2021;15;Thursday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 4 melayani kapal LUCKY 2103N di teluk 18.07.82 di dek. Sementara hoist kontainer UETU 5449634/40"", twist lock dari kontainer tergores hatch corner casting. Itu menyebabkan pengecoran sudut palka rusak."
06/12/21;6;December;2021;16;Monday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Truk internal 214/133 sedang merawat kontainer impor dari MV HYUNDAI VOYAGER di dermaga 6 bergerak dari utara ke selatan dan ingin menumpuk di blok K5. Tiba di telinga sasis blok L3 / L4 terjebak di wadah impor OOLU 8673900 / 40 ""(blok L4.02 baris 6 tingkat 1). Ini menyebabkan pintu kontainer penyok OOLU 8673900 /40""."
07/12/21;7;December;2021;1;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 29 gantry dari selatan ke utara, tiba di blok N4.11 datang truk eksternal B 9175 SYK dari selatan ke utara yang merawat kontainer TEMU 4831902/20"" yang berhenti di jalur RTG.  Oleh karena itu RTG 29 menggores truk eksternal B 9176 SYK. Hal itu menyebabkan pelindung roda RTG 29 rusak."
07/12/21;7;December;2021;1;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 43 gantry dari selatan ke utara untuk disajikan di blok L3.01. Sesampainya di L3.01 ada truk eksternal yang diparkir di jalur RTG.  Jadi RTG 43 menggores sasis truk. Sayangnya truk eksternal melarikan diri dari daerah tersebut. Hal itu menyebabkan ram motor gantry RTG 43 rusak.
08/12/21;8;December;2021;1;Wednesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 29 sedang gantry dari utara ke selatan. sementara tiba di blok D2.24 bersamaan dengan truk eksternal B 9421 UIY bergerak dari barat ke timur, yang akan bongkar muat di blok E3. O2, tiba-tiba truk berhenti di jalur RTG. Jadi RTG 29 menabrak tangki bahan bakar truk. Hal itu menyebabkan pelindung roda RTG 29 rusak.
08/12/21;8;December;2021;4;Wednesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 57 sedang bongkar muat di blok II.32, sekaligus truk Koja GS 94 sedang merawat kontainer ZCSU 8641052/ 40"" di blok II.  Sopir truk tidak hati-hati sehingga bagian atas kontainer sisi kanan tergores tangga RTG 57. Itu menyebabkan tiang tangga RTG 57 bengkok."
08/12/21;8;December;2021;20;Wednesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 35 sedang bongkar muat di blok N5 dan gantry dari utara ke selatan dan ingin pergi ke slot 21, pada saat yang sama sebuah truk eksternal B 9744 HB yang sedang mengantri dan berhenti di jalur RTG, RTG 35 yang tidak dapat dihindari menabraknya. Itu menyebabkan pelindung roda RTG 35 rusak
10/12/21;10;December;2021;2;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 31 sedang bongkar muat di blok L5.20, tiba-tiba memindahkan truk eksternal B 9740 KEH yang sedang merawat kontainer FFAU 3608403/ 40"", tanpa menyadari kontainer menabrak RTG 31. Hal itu menyebabkan tangga ke ruang listrik bengkok dan pagar tangan bengkok juga.  Kontainer FFAU 3608403 / 40"" tergores sekitar 1,5 meter."
16/12/21;16;December;2021;8;Thursday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;QCC 15 ingin menutup palka MV CMA CGM EIFFEL QY66N, tetapi tiba-tiba palka menabrak jembatan lashing. Itu menyebabkan jembatan lashing bengkok.
17/12/21;17;December;2021;7;Friday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 15 melayani MV XIN QUAN ZHOU 101N di teluk 22 di bawah dek. Terjadi kontainer CSNU 1963269/20"" dan FCIU 5722639/20"" jatuh, menyebabkan operator hoist menggunakan single order bukan twin order. Hal ini menyebabkan rantai teleskopik penyebar 86 putus; wadah FCIU 5722639 / 20 ""penyok dan pengecoran sudut rusak; wadah CSNU 1963263 / 20 ""penyok dan meningkat dan pengecoran sudut rusak; kontainer TGHU 1827747 / 20"" penyok dan bengkok karena tertabrak kontainer yang jatuh (FCIU 5722639/ 20""); kontainer CSLU 1762615 / 20 ""penyok dan bengkok sisi atas karena terkena kontainer jatuh (CSNU 1963263 / 20""); kontainer TEMU 5798286/ 20"" dan kontainer CBHU 5830738/ 20"" tergores di sisi kanan; wadah ROB TEMU 6190264 penyok / 40"" di sisi kanan; 1 pcs pelepas pas sudut dari wadah tubuh."
17/12/21;17;December;2021;1;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 50 setelah kemudi daripada gantry di blok AA dari barat ke timur, tiba-tiba datang truk eksternal B 9450 UEL dari selatan ke utara dan memotong jalur RTG. Itu menyebabkan Wheel guard RTG 50 rusak.
17/12/21;17;December;2021;2;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 10 gantry ke blok H3 & H4 dari utara ke selatan, dan ditumpuk di blok H3, tiba-tiba datang truk eksternal B 9007 VEH yang merawat kontainer CSNU 1033890 / 20 ""dari barat ke timur dan memotong jalur RTG, sehingga tabrakan tidak dapat dihindari. Ini menyebabkan pelindung roda penyok RTG 10. Kontainer CSNU 1033890/20"" robek sekitar 1 meter di sisi tengah."
19/12/21;19;December;2021;18;Sunday;Safety;First Aid / Injury;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 20 sudah parkir di blok aman, (blok I1 slot 02), operator ingin sholat (Maghrib). Di tengah tangga, dia terpeleset dan jatuh, tangan kanannya sebagai pemegang. Hal itu menyebabkan tangan kanan operator terkilir
21/12/21;21;December;2021;13;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 32 setelah selesai pengiriman, datang truk eksternal B 9318 UIW membawa BMOU 6853039 / 40 ""di blok L4.14 posisi mundur, tanpa menyadari di sisi belakang ada RTG 32. Truk itu menabrak RTG 32. Lalu kabur. Hal itu menyebabkan tangga bagi operator penyok RTG 32."
22/12/21;22;December;2021;8;Wednesday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RS 25 bergerak dari L5 ke barat, pada saat yang sama truk internal 187/73 bergerak dari timur ke L5, pengemudi truk internal kurang memperhatikan sekitarnya sehingga menabrak RS 25. Ini menyebabkan penutup tangki hidrolik RS 25 penyok. Bumper dan kabin internal truk 187 tergores.
25/12/21;25;December;2021;7;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;;;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 14 memuat kontainer CSNU 1230029/20"" di teluk 29 UD, Sementara penyebar di panduan sel, tanpa disadari sirip belum naik. Jadi sirip memukul panduan sel. Hal itu menyebabkan 2 (dua) buah sirip (sisi barat) patah."
03/01/22;3;January;2022;21;Monday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 62 memesan pengiriman di blok JJ12, pada saat yang sama truk eksternal (truk melarikan diri) bergerak dari timur ke barat dan tiba-tiba menabrak tangga operator RTG 62.
04/01/22;4;January;2022;23;Tuesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 52 memesan kontainer pengiriman ke HT eksternal B 9146 RD.  Truk itu membawa kontainer MEDU 9533641/45"" dan ketika dipindahkan, pengemudi tidak menyadari bahwa truk itu benar-benar sempit ke RTG 52."
12/01/22;12;January;2022;11;Wednesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Setelah selesai menumpuk, operator RTG 20 hoist tetapi tidak penuh, pada ketinggian 4 tier operator trolly back, dan spreader RTG 20 hit kontainer BEAU 4861318/40"" di blok B3.20.02.04. Kontainer overwright kontainer GCXU 3889320/40"" di blok B3.20.04.04 dan kontainer KOCU 4771208/40"" di blok B3.20.04.03."
14/01/22;14;January;2022;5;Friday;Safety;First Aid / Injury;Others;< NOMOR ALAT >;Dermaga;Human Error;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Salah satu TKBM mengalami insiden saat bekerja di SPIL Citra OQAA1N di teluk 30 dek. Dia dibebaskan di bawah. Lashing itu ditarik dan mengenai kepalanya.
14/01/22;14;January;2022;20;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Truk eksternal B 9906 TEI merawat kontainer impor WHSU 6232416 bergerak dari utara ke selatan yang ditumpuk di blok H3. O4, tapi sayangnya truk itu melaju kencang mendekati RTG 17.
19/01/22;19;January;2022;7;Wednesday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Di blok L3 terjadi insiden internal truck 197/171, bergerak dari utara ke selatan, tiba di blok L3.22, driver droved ke dekat dengan stacking kontainer, sehingga chassis truk tergores kontainer BEAU 4818203/40""."
25/01/22;25;January;2022;22;Tuesday;Safety;First Aid / Injury;HT External;< NOMOR ALAT >;Gate Out;Human Error;Injured Person;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Sebuah truk eksternal keluar dari jalur 3 di gerbang keluar, ia melaju mendekati sisi kanan pos pemeriksaan keamanan dan menyebabkan 2 (dua) petugas keamanan terluka karena jatuh dari pos
26/01/22;26;January;2022;5;Wednesday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 39 adalah gantry ke selatan di blok M2, yang ingin menumpuk kontainer di blok M2.20. Setelah tiba di blok M2.16 sesuaikan respon rendah, menyebabkan roda miring ke timur dan tanpa disadari mesin pelindung RTG 39 tergores kontainer SKLU 1559171/20"" di blok M2.16.06.04 sampai jatuh dan timpa kontainer SKHU 9827056/40"" di blok M2.18.06.01."
05/02/22;5;February;2022;7;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Saat RTG 56 berada di gantry di blok F4, RTG menggaruk kontainer ekspor CSNU 618179/40"" dimuat pada HT External B 9697 UWV karena HT External park menutup jalur gantry"
08/02/22;8;February;2022;3;Tuesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Saat operator menutup palka, penyebar berayun dan menabrak pemandu sel Kapal BUXLINK / 20589N. Ini menyebabkan panduan sel BUXLINK / 20589N Vessel rusak.
09/02/22;9;February;2022;2;Wednesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Saat operator meletakkan kontainer Ekspor MAGU 5439725/40"" di Kapal CMA CGM EIFFEL, kapal itu bergetar karena gelombang laut dan menyebabkan bagian bawah kontainer menabrak geng"
10/02/22;10;February;2022;10;Thursday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Truk kepala internal 103/114 sedang memindahkan kontainer TGCU 0173746/20"" dari B5 ke C1 ketika tanpa sadar sisi belakang sasis menggores kontainer WHSU 2107463/20"" di blok C1.13.1.1. Ini menyebabkan wadah WHSU 2107463/20"" goresan di dinding sisi kiri sekitar 1,5 meter."
13/02/22;13;February;2022;20;Sunday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Sementara QCC 16 sedang membongkar kontainer TCNU 6248200/40"" dari Kapal CAPE FORBY, pendaratan pada sasis Head Truck Internal 090/155 cukup sulit. Hal ini menyebabkan kabin Head Truck Internal terguncang dan jendela samping kanan jatuh dan pecah"
19/02/22;19;February;2022;2;Saturday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;Saat operator membuka penutup palka, palka menabrak pagar di sisi laut. Itu menyebabkan tikungan pagar dan patah
19/02/22;19;February;2022;14;Saturday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;"Truk kepala internal 158/146 membawa beban kombo (2x 20"") KOCU 2018730/20"" dan BMOU 2914429/20"" ke kapal ALABAMA di dermaga VII. Dan kemudian head truck internal menabrak kontainer TEMU 0274178/20"" di blok J2. Hal itu menyebabkan kontainerTEMU 0274178/20"" tergores."
21/02/22;21;February;2022;21;Monday;Safety;Near Miss;HT Internal;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Internal head truck 183/195 sedang membongkar kontainer TGBU 5677108/40"" di blok CC. Setelah bongkar muat, truk kepala internal pergi untuk mengambil bongkar muat lain di kapal ICON CORINTUS voyage 004S22. Dalam perjalanan, head truck internal menabrak kontainer BEAU 4734669/40"". Hal ini menyebabkan goresan kontainer BEAU 4734669/40"" di sisi kanan kurang lebih 1,5 meter."
23/02/22;23;February;2022;16;Wednesday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 2 (15:30 - 23:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"Saat QCC 14 sedang membongkar kontainer impor MEDU 4899291/40"", salah satu sepatu terlepas dan menyebabkan kontainer menabrak gang di barat daya"
26/02/22;26;February;2022;14;Saturday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 1 (07:00 - 15:30);< NAMA KORBAN >;< NOMOR CONTAINER >;RTG 46 berada di gantry dari blok K4 ke M4, menabrak Head Truck External B 9003 COK karena Head Truck External diparkir di gantry line. Hal itu menyebabkan wheel guard RTG 46 rusak dan pintu Head Truck penyok Eksternal.
04/03/22;4;March;2022;3;Friday;Safety;Near Miss;QCC;< NOMOR ALAT >;Dermaga;Human Error;Equipment Reparation;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Pemanent Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"QCC 18 pesanan di bay 50 D, kapal BAY CHAY BRIDGE Voyage 106N, saat memuat kontainer NYKU 4953442/40"", tiba-tiba sirip kanan jatuh dan menabrak jembatan kapal, penyebar juga berayun dan menabrak jembatan pagar dan pagar gang jalan. Hal itu menyebabkan jembatan pagar dan jalan geng rusak. Penyangga sirip / penyangga rusak."
04/03/22;4;March;2022;3;Friday;Safety;Near Miss;RTGC;< NOMOR ALAT >;Container Yard;Human Error;Container Damage;< NAMA TERLIBAT >;< NAMA PERUSAHAAN >;Contract Employee;< GROUP >;Shift 3 (23:00 - 07:00);< NAMA KORBAN >;< NOMOR CONTAINER >;"RTG 48 memuat kontainer CAIU 6929345 / 20 ""saat mengangkat sekitar 2 meter, operator menyadari bahwa 2 kunci twist masih belum menyala (posisinya bukan kunci) karena hanya mengangkat satu sisi. Pengecoran sudut tidak cukup kuat untuk menahan wadah. Jadi wadah itu jatuh ke sasis lagi. Ini menyebabkan kontainer CAIU 6929345/20"" rusak."
